SizesDiff (bytes); TimeDiff (seconds);
0; 2,819000005722046;
0; 2,802000045776367;
0; 2,7780001163482666;
0; 2,7690000534057617;
0; 2,7990000247955322;
0; 2,7850000858306885;
0; 2,8529999256134033;
0; 2,7899999618530273;
0; 2,8409998416900635;
0; 2,7899997234344482;
0; 2,7850000858306885;
0; 2,7909998893737793;
0; 2,7899999618530273;
0; 2,7860000133514404;
0; 2,7899999618530273;
0; 2,8379998207092285;
0; 2,7860000133514404;
0; 2,884999990463257;
0; 2,8999998569488525;
0; 2,7889997959136963;
0; 2,7760000228881836;
0; 2,7939999103546143;
0; 2,7939999103546143;
0; 2,7839999198913574;
0; 2,7769999504089355;
0; 2,7919998168945312;
0; 2,7889997959136963;
0; 2,7909998893737793;
0; 2,9059998989105225;
0; 2,798999786376953;
0; 2,819999933242798;
0; 2,8369998931884766;
0; 2,8459999561309814;
0; 2,8429999351501465;
0; 2,8259999752044678;
0; 2,813999891281128;
0; 2,7860000133514404;
0; 2,7879998683929443;
0; 2,863999843597412;
0; 2,8339998722076416;
0; 2,806999921798706;
0; 2,796999931335449;
0; 2,803999900817871;
0; 2,803999900817871;
0; 2,7890000343322754;
0; 2,798999786376953;
0; 2,7810001373291016;
0; 2,7819998264312744;
0; 2,822000026702881;
0; 2,7720000743865967;
0; 2,7939999103546143;
0; 2,801999807357788;
0; 2,8320000171661377;
0; 2,816999912261963;
0; 2,8539998531341553;
