SizesDiff (bytes); TimeDiff (seconds);
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
0; 0;
