timestamp; size; id; type
1564724703; 147175; 0; photo
1564724709; 218; 0; text
1564725555; 102; 0; text
1564725598; 285847; 0; photo
1564725614; 40; 0; text
1564725642; 294; 0; text
1564725646; 310; 0; text
1564726458; 539; 0; text
1564726468; 1943763; 0; audio
1564727361; 0; 0; photo
1564727386; 16; 0; text
1564728263; 235975; 0; photo
