timestamp; size;
128.353636026382; 2329111; video
279.002635955811; 205978; photo
776.920635938644; 35968; photo
806.761636018753; 45641; photo
1196.84263586998; 27656397; video
1232.88263583183; 2357782; video
1512.32463598251; 2898569; video
1764.62263584137; 10887013; video
2374.40863585472; 1128943; video
2442.92063593864; 7115845; video
2653.92863583565; 58688; photo
2806.98663592339; 52045; photo
2807.83863592148; 616426; video
2995.80363583565; 77969; photo
3025.87263584137; 48992; photo
3496.98563599586; 190940; photo
3497.19963598251; 182844; photo
3498.75763583183; 1727097; video
3524.79363584518; 2046128; video
4341.60763597488; 82442; photo
