"level","parent","Topic / Item","Count","Average","Min Val","Max Val","Rate (ms)","Percent","Burst Rate","Burst Start",
0,"","Packet Lengths",65007,1293,95,54,1506,0,0045,100%,4,3200,6392,151
1,"/Packet Lengths","0-19",0,-,-,-,0,0000,0,00%,-,-
1,"/Packet Lengths","20-39",0,-,-,-,0,0000,0,00%,-,-
1,"/Packet Lengths","40-79",1402,66,30,54,78,0,0001,2,16%,0,0800,6388,037
1,"/Packet Lengths","80-159",1672,154,95,118,155,0,0001,2,57%,0,0400,127,139
1,"/Packet Lengths","160-319",322,211,92,161,315,0,0000,0,50%,0,0600,8118,744
1,"/Packet Lengths","320-639",64,471,08,325,638,0,0000,0,10%,0,0100,9,942
1,"/Packet Lengths","640-1279",1347,993,41,646,1262,0,0001,2,07%,0,0800,7511,390
1,"/Packet Lengths","1280-2559",60200,1367,57,1282,1506,0,0042,92,61%,4,2600,6391,941
1,"/Packet Lengths","2560-5119",0,-,-,-,0,0000,0,00%,-,-
1,"/Packet Lengths","5120 and greater",0,-,-,-,0,0000,0,00%,-,-
