timestamp; size;
0.359616994857788; 2164; MsgEvent
4.73957204818726; 2096; MsgEvent
7.0826849937439; 2521; MsgEvent
10.2909710407257; 2172; MsgEvent
12.944482088089; 2662; MsgEvent
16.4226438999176; 2112; MsgEvent
19.6514139175415; 3115; MsgEvent
22.6705861091614; 2276; MsgEvent
24.0038208961487; 2068; MsgEvent
25.3199970722198; 1968; MsgEvent
28.7303469181061; 2140; MsgEvent
30.9121370315552; 3940; MsgEvent
32.000981092453; 2338; MsgEvent
33.2159020900726; 1884; MsgEvent
34.0548889636993; 2268; MsgEvent
43.0639710426331; 1884; MsgEvent
50.2892639636993; 4200; MsgEvent
53.3935599327087; 2128; MsgEvent
66.713879108429; 2356; MsgEvent
69.2579350471497; 5024; MsgEvent
76.9674549102783; 2296; MsgEvent
81.8075540065765; 3139; MsgEvent
89.9571509361267; 6752; MsgEvent
98.4642460346222; 2420; MsgEvent
109.527471065521; 6645; MsgEvent
129.139393091202; 2531283; MsgEvent
278.210916996002; 2947; MsgEvent
776.055229902267; 2579; MsgEvent
805.856987953186; 2703; MsgEvent
1122.56860089302; 5267; MsgEvent
1194.89745402336; 2388; MsgEvent
1234.06806397438; 2573193; MsgEvent
1513.89522504807; 3099784; MsgEvent
1768.59246492386; 11439886; MsgEvent
2128.63047409058; 2628; MsgEvent
2371.68919897079; 3543; MsgEvent
2374.52981901169; 1269819; MsgEvent
2446.91361188889; 7572694; MsgEvent
2652.96789288521; 2831; MsgEvent
2806.03132104874; 2707; MsgEvent
2808.38107299805; 691306; MsgEvent
2994.84882903099; 2671; MsgEvent
3024.86973404884; 3075; MsgEvent
3495.81775593758; 2975; MsgEvent
3499.80992507935; 1907369; MsgEvent
3525.65544509888; 2195968; MsgEvent
3932.90101099014; 5447; MsgEvent
4171.22177410126; 5527; MsgEvent
4340.77061510086; 95038; MsgEvent
