timestamp; size;
1.83780694007874; 2180; MsgEvent
5.84844303131104; 2396; MsgEvent
8.10600781440735; 2128; MsgEvent
11.4696979522705; 2076; MsgEvent
14.1543798446655; 2646; MsgEvent
17.6355078220367; 2172; MsgEvent
20.9072678089142; 2571; MsgEvent
23.8768799304962; 2252; MsgEvent
25.1138689517975; 2484; MsgEvent
26.5469708442688; 2068; MsgEvent
29.9077198505402; 1940; MsgEvent
32.0926749706268; 4340; MsgEvent
33.0882248878479; 2566; MsgEvent
34.4378850460052; 1972; MsgEvent
35.3646750450134; 2228; MsgEvent
44.2652909755707; 2116; MsgEvent
51.3853719234467; 4392; MsgEvent
54.6314339637756; 2368; MsgEvent
67.9062368869781; 2340; MsgEvent
70.4468758106232; 4408; MsgEvent
78.1616449356079; 2276; MsgEvent
82.9748599529266; 3243; MsgEvent
91.0739560127258; 6578; MsgEvent
99.6424949169159; 2208; MsgEvent
110.462901830673; 7848; MsgEvent
130.83997797966; 2508172; MsgEvent
279.324470043182; 2615; MsgEvent
777.181056976318; 2751; MsgEvent
807.060946941376; 2811; MsgEvent
1196.11459088326; 2568; MsgEvent
1235.23052692413; 2574910; MsgEvent
1515.19137501717; 3112603; MsgEvent
1770.30742692947; 11476072; MsgEvent
2129.73310995102; 2408; MsgEvent
2372.88310885429; 3859; MsgEvent
2375.59428691864; 1237055; MsgEvent
2448.43449997902; 7573565; MsgEvent
2654.26046681404; 3554; MsgEvent
2807.36205983162; 2571; MsgEvent
2808.64548897743; 692720; MsgEvent
2996.07015585899; 2647; MsgEvent
2998.1900498867; 5693; MsgEvent
3026.26293683052; 2515; MsgEvent
3497.47710490227; 5828; MsgEvent
3500.49944400787; 1893662; MsgEvent
3526.70815300941; 2184210; MsgEvent
3933.73448491096; 3146; MsgEvent
3934.57731604576; 2579; MsgEvent
4341.82162284851; 2551; MsgEvent
