timestamp; size;
1.02977299690247; 1856; MsgEvent
5.29845905303955; 1888; MsgEvent
7.67138600349426; 2164; MsgEvent
10.9367830753326; 2862; MsgEvent
13.7147591114044; 1840; MsgEvent
17.0875949859619; 2016; MsgEvent
20.3645710945129; 3131; MsgEvent
23.4060640335083; 2388; MsgEvent
24.6772129535675; 2252; MsgEvent
26.0893750190735; 2168; MsgEvent
29.3911890983582; 3199; MsgEvent
31.6335139274597; 4938; MsgEvent
32.6618270874023; 1972; MsgEvent
33.9759440422058; 2200; MsgEvent
34.7073080539703; 2180; MsgEvent
43.7268629074097; 2376; MsgEvent
50.9121000766754; 4400; MsgEvent
54.1520240306854; 2700; MsgEvent
67.5772409439087; 2236; MsgEvent
69.8705470561981; 2770; MsgEvent
70.6626551151276; 2204; MsgEvent
77.5871150493622; 2304; MsgEvent
82.5942120552063; 4238; MsgEvent
90.7222089767456; 7160; MsgEvent
99.214301109314; 2132; MsgEvent
109.679281949997; 6179; MsgEvent
110.350589990616; 2160; MsgEvent
129.849530935287; 2498435; MsgEvent
279.186490058899; 2827; MsgEvent
776.725435972214; 2619; MsgEvent
806.60391497612; 2847; MsgEvent
906.214497089386; 5635; MsgEvent
1197.07162308693; 2792; MsgEvent
1235.22183704376; 2542008; MsgEvent
1514.56341600418; 3109481; MsgEvent
1523.69385409355; 1525; MsgEvent
1770.58945798874; 11498024; MsgEvent
2129.40650510788; 2616; MsgEvent
2372.46312189102; 3667; MsgEvent
2375.57041788101; 1232703; MsgEvent
2447.42762708664; 7577356; MsgEvent
2653.81344103813; 2647; MsgEvent
2806.86410808563; 2787; MsgEvent
2808.41164207458; 689996; MsgEvent
2995.77636909485; 2559; MsgEvent
3025.64053606987; 2699; MsgEvent
3496.59877300262; 2443; MsgEvent
3498.34933805466; 2683; MsgEvent
3501.04937505722; 1868744; MsgEvent
3526.17059898376; 2194809; MsgEvent
3934.11660003662; 5733; MsgEvent
4053.79914999008; 5175; MsgEvent
4341.40283107758; 2751; MsgEvent
