timestamp; size;
0.804244995117188; 2867; MsgEvent
4.86563110351563; 2602; MsgEvent
7.10362911224365; 2184; MsgEvent
10.496239900589; 2272; MsgEvent
13.1572670936584; 2512; MsgEvent
16.5405449867249; 2000; MsgEvent
19.896073102951; 2763; MsgEvent
22.8881890773773; 2332; MsgEvent
24.1986839771271; 2348; MsgEvent
25.5189509391785; 3389; MsgEvent
28.9070129394531; 2494; MsgEvent
31.1461501121521; 4400; MsgEvent
32.2115631103516; 2412; MsgEvent
33.4369549751282; 2196; MsgEvent
34.2882359027863; 2048; MsgEvent
43.2497899532318; 2264; MsgEvent
50.4564468860626; 4392; MsgEvent
53.6137800216675; 2132; MsgEvent
66.97944688797; 2316; MsgEvent
69.5433089733124; 4861; MsgEvent
77.2531049251556; 2164; MsgEvent
81.9484739303589; 3227; MsgEvent
90.2669820785522; 7325; MsgEvent
98.7584199905396; 2208; MsgEvent
109.492650985718; 7293; MsgEvent
129.41716003418; 2539219; MsgEvent
278.957504987717; 268310; MsgEvent
776.435981035233; 80696; MsgEvent
806.562227964401; 54869; MsgEvent
1194.70717406273; 2592; MsgEvent
1234.31639289856; 2534736; MsgEvent
1283.7486000061; 2318; MsgEvent
1514.59927201271; 3127538; MsgEvent
1769.80795788765; 11682474; MsgEvent
2128.78035211563; 2500; MsgEvent
2374.97018289566; 1320610; MsgEvent
2447.79857802391; 7601390; MsgEvent
2653.42458105087; 104659; MsgEvent
2720.91649794579; 4564; MsgEvent
2806.60415911674; 97843; MsgEvent
2808.0964140892; 686848; MsgEvent
2995.26823401451; 91972; MsgEvent
3025.32511901855; 57977; MsgEvent
3499.51372408867; 2309932; MsgEvent
3526.22341108322; 2195573; MsgEvent
3933.11911201477; 5471; MsgEvent
4340.98563194275; 95548; MsgEvent
