SizesDiff (bytes); TimeDiff (seconds);
0; -0,20099997520446777;
0; -0,14400005340576172;
0; -0,18199992179870605;
0; -0,2630000114440918;
0; -0,15999984741210938;
0; -0,23600006103515625;
0; -0,20799994468688965;
0; -0,26600003242492676;
0; -0,2779998779296875;
0; -0,17299985885620117;
0; -0,15899991989135742;
0; -0,22699999809265137;
0; -0,21300005912780762;
0; -0,17300009727478027;
0; -0,14899992942810059;
0; -0,18199992179870605;
0; -0,15899991989135742;
0; -0,1639997959136963;
0; -0,19499993324279785;
0; -0,15899968147277832;
0; -0,15899991989135742;
0; -0,14299988746643066;
0; -0,16000008583068848;
0; -0,16299986839294434;
0; -0,16099977493286133;
0; -0,26799988746643066;
0; -0,27699971199035645;
0; -0,16099977493286133;
0; -0,15799975395202637;
0; -0,17399978637695312;
0; -0,16199970245361328;
0; -0,14999985694885254;
0; -0,16100001335144043;
0; -0,1770000457763672;
0; -0,20799994468688965;
0; -0,15399980545043945;
0; -0,1699998378753662;
0; -0,1510000228881836;
0; -0,17999982833862305;
0; -0,19999980926513672;
0; -0,1959998607635498;
0; -0,17299985885620117;
0; -0,20199990272521973;
0; -0,25999999046325684;
0; -0,2690000534057617;
0; -0,15399980545043945;
0; -0,315000057220459;
0; -0,17299985885620117;
0; -0,3039999008178711;
0; -0,16700005531311035;
0; -0,21799993515014648;
0; -0,182999849319458;
0; -0,15899991989135742;
0; -0,20199990272521973;
0; -0,28099989891052246;
