TP; IntervalLen;
1; 600
0; 600
0; 600
0; 600
1; 600
1; 600
1; 600
1; 600
1; 600
0,5; 1200
0; 1200
0; 1200
1; 1200
1; 1200
1; 1200
1; 1200
1; 1200
0,3333333333333333; 1800
0; 1800
1; 1800
1; 1800
1; 1800
1; 1800
